S.No,Subscription,ResourceGroup,VMName,GroupName,SQLType,DataBase,ServerType,VMSize,AVZone,Location,ImageRG,Image_Id,OSDiskType,OSDiskSize,DiskSize,DataDiskType,DataDiskIOPS,DataDiskThroughput,VNetRGName,VNetName,Subnet,IPConfigName,PrivateIP,Primary,PrivateIPAllocation,Create,AHUB,business_unit,creation_date,created_by,insurity_product,environment,owner,customer,Suite_Product,Project,Dedicated_Host,FluentD,APMdotNet,MachineAgent,CrowdStrike,LapsAgent,Java,Jenkins,AgentName,Labels,NumberOfExecutors,AgentDescription
1,CanadaDC-UAT,RG-CAC1DMBRG,CO1WBRGSH1AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CO1WBRGSH1AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared1,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE DEMO APPSERVER1,BRIDGEDEMOAPPSERVER1,3,BRIDGE DEMO APPSERVER1
2,CanadaDC-UAT,RG-CAC1DMBRG,CO1WBRGSH1WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CO1WBRGSH1WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared1,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
3,CanadaDC-UAT,RG-CAC1DMBRG,CO1WBRGSH1CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CO1WBRGSH1CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared1,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE DEMO COGNOS WEBSERVER1,BRIDGEDEMOCOGNOSWEBSERVER1,3,BRIDGE DEMO COGNOS WEBSERVER1
4,CanadaDC-UAT,RG-CAC1DMBRG,CO1WBRGSH1DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CO1WBRGSH1DB01-nic-ipconfig-01,10.101.40.45,TRUE,Static,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared1,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
5,CanadaDC-UAT,RG-CAC1DMBRG,CO1WBRGSH1WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CO1WBRGSH1WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared1,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE DEMO WEBSERVER1,BRIDGEDEMOWEBSERVER1,3,BRIDGE DEMO WEBSERVER1
6,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH1AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH1AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared1,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP APPSERVER1,BRIDGEIMPAPPSERVER1,3,BRIDGE IMP APPSERVER1
7,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH1WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH1WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared1,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
8,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH1CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH1CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared1,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP COGNOS WEBSERVER1,BRIDGEIMPCOGNOSWEBSERVER1,3,BRIDGE IMP COGNOS WEBSERVER1
9,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH1DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH1DB01-nic-ipconfig-01,10.101.40.47,TRUE,Static,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared1,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
10,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH1WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH1WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared1,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP WEBSERVER1,BRIDGEIMPWEBSERVER1,3,BRIDGE IMP WEBSERVER1
11,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH2AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH2AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared2,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP APPSERVER2,BRIDGEIMPAPPSERVER2,3,BRIDGE IMP APPSERVER2
12,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH2WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH2WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared2,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
13,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH2CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH2CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared2,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP COGNOS WEBSERVER2,BRIDGEIMPCOGNOSWEBSERVER2,3,BRIDGE IMP COGNOS WEBSERVER2
14,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH2DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH2DB01-nic-ipconfig-01,10.101.40.49,TRUE,Static,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared2,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
15,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH2WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH2WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared2,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP WEBSERVER2,BRIDGEIMPWEBSERVER2,3,BRIDGE IMP WEBSERVER2
16,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH3AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH3AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared3,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP APPSERVER3,BRIDGEIMPAPPSERVER3,3,BRIDGE IMP APPSERVER3
17,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH3WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH3WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared3,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
18,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH3CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH3CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared3,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP COGNOS WEBSERVER3,BRIDGEIMPCOGNOSWEBSERVER3,3,BRIDGE IMP COGNOS WEBSERVER3
19,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH3DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH3DB01-nic-ipconfig-01,10.101.40.51,TRUE,Static,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared3,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
20,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH3WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH3WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared3,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP WEBSERVER3,BRIDGEIMPWEBSERVER3,3,BRIDGE IMP WEBSERVER3
21,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH4AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH4AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared4,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP APPSERVER4,BRIDGEIMPAPPSERVER4,3,BRIDGE IMP APPSERVER4
22,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH4WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH4WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared4,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
