S.No,Subscription,ResourceGroup,VMName,GroupName,SQLType,DataBase,ServerType,VMSize,AVZone,Location,ImageRG,Image_Id,OSDiskType,OSDiskSize,DiskSize,DataDiskType,DataDiskIOPS,DataDiskThroughput,VNetRGName,VNetName,Subnet,IPConfigName,PrivateIP,Primary,PrivateIPAllocation,Create,AHUB,business_unit,creation_date,created_by,insurity_product,environment,owner,customer,Suite_Product,Project,Dedicated_Host,FluentD,APMdotNet,MachineAgent,CrowdStrike,LapsAgent,Java,Jenkins,AgentName,Labels,NumberOfExecutors,AgentDescription
23,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH4CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH4CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared4,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP COGNOS WEBSERVER4,BRIDGEIMPCOGNOSWEBSERVER4,3,BRIDGE IMP COGNOS WEBSERVER4
24,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH4DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH4DB01-nic-ipconfig-01,10.101.40.53,TRUE,Static,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared4,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
25,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH4WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH4WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared4,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP WEBSERVER4,BRIDGEIMPWEBSERVER4,3,BRIDGE IMP WEBSERVER4
26,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH5AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH5AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared5,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP APPSERVER5,BRIDGEIMPAPPSERVER5,3,BRIDGE IMP APPSERVER5
27,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH5WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH5WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared5,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
28,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH5CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH5CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared5,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP COGNOS WEBSERVER5,BRIDGEIMPCOGNOSWEBSERVER5,3,BRIDGE IMP COGNOS WEBSERVER5
29,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH5DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH5DB01-nic-ipconfig-01,10.101.40.55,TRUE,Static,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared5,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
30,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH5WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH5WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared5,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP WEBSERVER5,BRIDGEIMPWEBSERVER5,3,BRIDGE IMP WEBSERVER5
31,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH6AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH6AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared6,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP APPSERVER6,BRIDGEIMPAPPSERVER6,3,BRIDGE IMP APPSERVER6
32,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH6WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH6WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared6,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
33,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH6CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH6CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared6,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP COGNOS WEBSERVER6,BRIDGEIMPCOGNOSWEBSERVER6,3,BRIDGE IMP COGNOS WEBSERVER6
34,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH6DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,"CT1WBRGSH6DB01-nic-ipconfig-01,CT1WBRGSH6DB01-nic-ipconfig-02","10.101.40.57,10.101.40.58","TRUE,FALSE","Static,Static",TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared6,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
35,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH6WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH6WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared6,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP WEBSERVER6,BRIDGEIMPWEBSERVER6,3,BRIDGE IMP WEBSERVER6
36,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH7AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH7AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared7,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP APPSERVER7,BRIDGEIMPAPPSERVER7,3,BRIDGE IMP APPSERVER7
37,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH7WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH7WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared7,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
38,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH7CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH7CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared7,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP COGNOS WEBSERVER7,BRIDGEIMPCOGNOSWEBSERVER7,3,BRIDGE IMP COGNOS WEBSERVER7
39,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH7DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH7DB01-nic-ipconfig-01,10.101.40.59,TRUE,Static,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared7,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
40,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH7WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH7WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared7,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP WEBSERVER7,BRIDGEIMPWEBSERVER7,3,BRIDGE IMP WEBSERVER7
41,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH8AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH8AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared8,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP APPSERVER8,BRIDGEIMPAPPSERVER8,3,BRIDGE IMP APPSERVER8
42,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH8WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH8WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared8,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
43,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH8CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH8CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared8,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP COGNOS WEBSERVER8,BRIDGEIMPCOGNOSWEBSERVER8,3,BRIDGE IMP COGNOS WEBSERVER8
44,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH8DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Standard,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CT1WBRGSH8DB01-nic-ipconfig-01,10.101.40.61,TRUE,Static,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared8,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
45,CanadaDC-UAT,RG-CAC1TSBRG,CT1WBRGSH8WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CT1WBRGSH8WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared8,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE IMP WEBSERVER8,BRIDGEIMPWEBSERVER8,3,BRIDGE IMP WEBSERVER8
